"slug","email","url","phone","ns_id","country_id","created_by","published"
festival-internacional-de-folclore-ciudad-de-burgos,folcloreburgos@gmail.com,www.folcloreburgos.net,+34-947 262 684,55,59,"00000089-0000-0000-0000-000000000089",false
festival-internacional-de-folclore-de-ciudad-real,info@grupomazantini.com,www.grupomazantini.com,"",55,59,"00000089-0000-0000-0000-000000000089",false
world-folkfest,Internationaldirector@worldfolkfest.org,www.worldfolkfest.org,+1-801-427-7953,62,60,"00000089-0000-0000-0000-000000000089",false
festival-international-de-folklore-cultures-et-traditions-du-monde-de-romans,empi.et.riaume26@gmail.com,www.empi-et-riaume.com,+33-4-7502 3052,21,66,"00000089-0000-0000-0000-000000000089",false
festival-internacional-de-folclore-en-el-mediterrneo,oficinafestivales@ayto-murcia.es,"",+34.968 35 87 19 - Ext.39509-39507,55,59,"00000089-0000-0000-0000-000000000089",false
mostra-folklrica-internacional-popular-de-viveiro,bagoasdaterra@gmail.com,www.bagoasdaterra.com,+34 982 560 444,55,59,"00000089-0000-0000-0000-000000000089",false
festival-internacional-de-folklore-villa-de-ingenio-muestra-solidaria-de-los-pueblos,dcastellano@ingenio.es,www.folkloredeingenio.com,+34-928- 786194,55,59,"00000089-0000-0000-0000-000000000089",false
gala-folklrica-internacional-de-ronda,folkloreronda@gmail.com,https://www.facebook.com/galafolkloricaderonda /https://www.instagram.com/corosydanzasronda/,+34-952-87 82 64,55,59,"00000089-0000-0000-0000-000000000089",false
encuentro-internacional-de-folklore-ciudad-de-zaragoza-eifolk,eifolk@eifolk.com,www.eifolk.com,"",55,59,"00000089-0000-0000-0000-000000000089",false
internationale-begegnungswoche,info@vtg-laggenbeck.de,www.vtg-laggenbeck.de,"",23,3,"00000089-0000-0000-0000-000000000089",false
national-cultural-childrens-meeting-karditsa,karagounakarditsa@hotmail.com,"",+30-4410-22 166,25,72,"00000089-0000-0000-0000-000000000089",false
rassegna-internazionale-del-folklore-castiglione-del-lago,agillatrasimeno@libero.it,www.cioff-italia.org,+39 075 953 683,32,90,"00000089-0000-0000-0000-000000000089",false
international-folklore-festival-hoogstraten,info@gelmelzwaaiers.be,www.gelmelzwaaiers.be,"",5,18,"00000089-0000-0000-0000-000000000089",false
the-international-folklore-festival-eurofolk-zamosc,zpitzam@interia.pl,https://zamojszczyzna.com.pl/eurofolk/,"00 48-84 639 20 21",46,140,"00000089-0000-0000-0000-000000000089",false
miedzynarodowe-olsztynskie-dni-folkloru-warmia-olsztyn,zpitwarmia@poczta.onet.pl,"",+48-89-526 4938,46,140,"00000089-0000-0000-0000-000000000089",false
festival-internacional-encuentro-costumbrista-de-pealolen,mfierroy@gmail.com,www.antauco.cl,"56224868377",12,38,"00000089-0000-0000-0000-000000000089",false
ftes-de-la-vigne-de-dijon,contact@tradculture.fr,www.fetesdelavigne.org,+33 - 3.80.30.37.95,21,66,"00000089-0000-0000-0000-000000000089",false
finnougrian-days,fennougria@fennougria.ee,www.fennougria.ee,"",20,61,"00000089-0000-0000-0000-000000000089",false
international-folk-meetings-malopolska,festival@myslenice.pl,www.festival.myslenice.pl,+4812 2721511,46,140,"00000089-0000-0000-0000-000000000089",false
intern-folklore-festival-pestisorul-de-aur-children-folklore-festival,ansamblulartistic@yahoo.com,www.baladeledelteitulcea.ro,+40-240-532 599,48,151,"00000089-0000-0000-0000-000000000089",false
international-childrens-folklore-festival-childrens-folkart,neva.kovacic@jskd.si,http://www.festival-lent.si/,+386-2-234 2114,52,58,"00000089-0000-0000-0000-000000000089",false
festival-internacional-de-folklore-ciudad-de-lorca,corosydanzaslorca@gmail.com,www.corosydanzasdelorca.com,+34 607 366 702,55,59,"00000089-0000-0000-0000-000000000089",false
hora-of-ancestors-international-folklore-festival,cultura@cjcpctvs.ro,https://www.facebook.com/centrulculturiitraditionale.vaslui,"0040335-401166",48,151,"00000089-0000-0000-0000-000000000089",false
encuentro-regional-infantil-de-folklore,ehalcoba@gmail.com,www.cioffargentina.org.ar,"54 358 4702591",3,9,"00000089-0000-0000-0000-000000000089",false
festival-mondial-de-folklore-de-la-ville-de-saintghislain,festifolk@skynet.be,www.festifolk.be,+32-65-621 974,5,18,"00000089-0000-0000-0000-000000000089",false
werelddansfestival-helloschoten,info@helloschoten.be,www.helloschoten.be,"",5,18,"00000089-0000-0000-0000-000000000089",false
internationaal-folkloristisch-oogstfeest-de-pikkeling,harvestfestival@de-pikkeling.be,www.de-pikkeling.be,+32 53 77 70 40,5,18,"00000089-0000-0000-0000-000000000089",false
wereldfestival-dans-en-muziek-kadans-torhout,kadans.festival@gmail.com,www.ka-dans.be,"",5,18,"00000089-0000-0000-0000-000000000089",false
festival-mondial-de-folklore-de-jambesnamur,secretariat@festifolkambes.be,www.festifolkjambes.be,"",5,18,"00000089-0000-0000-0000-000000000089",false
bonheidansfestival-iff-bonheiden,walter_casteels@skynet.be,https://www.dekrekels.be/en/festival-int/,"00 32 (0) 15 51 56 49",5,18,"00000089-0000-0000-0000-000000000089",false
veliko-tarnovo-international-folklore-festival,info@cioff-bulgaria.com,www.folklorefest.com,+359 879 401195,10,28,"00000089-0000-0000-0000-000000000089",false
internationales-hahnentanzfest,mayer-suessen@t-online.de,www.albverein-suessen.de,+49 7162-7733,23,3,"00000089-0000-0000-0000-000000000089",false
international-folklore-festival-brno-brno,mff.brno@centrum.cz,www.folklornet.cz/mff,"",18,144,"00000089-0000-0000-0000-000000000089",false
international-folklore-festival-neighbours,cioff-slovenia@cioff.org,www.zltss.si,"",52,58,"00000089-0000-0000-0000-000000000089",false
international-bagpipe-festival-strakonice-strakonice,meks@strakonice.cz,www.dudackyfestival.cz,+420-383-311 530,18,144,"00000089-0000-0000-0000-000000000089",false
interfolk-du-puy-en-velay,interfolk@gmail.com,www.interfolk.fr,+33-4-7102 0284,21,66,"00000089-0000-0000-0000-000000000089",false
festival-mondialfolk-de-plozevet,info@mondialfolk.org,www.mondialfolk.bzh,"",21,66,"00000089-0000-0000-0000-000000000089",false
festival-de-gannat-les-cultures-du-monde,informations@gannat.com,www.lesculturesdumonde.org,+33-4-7090.6630,21,66,"00000089-0000-0000-0000-000000000089",false
festival-cultures-aux-curs-montignac,a-l-m2@wanadoo.fr,www.festivaldemontignac.fr,+33-5-5351 8688,21,66,"00000089-0000-0000-0000-000000000089",false
festival-du-rouergue-cultures-du-monde,ffir@wanadoo.fr,"",+33.5.65.46.84.27,21,66,"00000089-0000-0000-0000-000000000089",false
festival-danses-et-musiques-du-monde-amlie-les-bains,festivaldamelielesbains@gmail.com,www.festivaldamelielesbains66.com,+33-04 68 39 20 76,21,66,"00000089-0000-0000-0000-000000000089",false
thringer-tanzfest,info@tanzverband.de,www.tanzverband.de,+49-361-644-12974,23,3,"00000089-0000-0000-0000-000000000089",false
heimatfieber-wein-folklore-genuss,info@kroev.de,www.kroev.de  +  www.trachtentreffen.de,+49-6541-9486,23,3,"00000089-0000-0000-0000-000000000089",false
europisches-folklorefestival-bitburg,Noe.M@stadt.bitburg.de,www.bitburg.de; www.folklore-bitburg.de,+49-6561-6001 240,23,3,"00000089-0000-0000-0000-000000000089",false
internationales-folklorefestival-lausitz,folklorefestival-lausitz@sorben.com,www.domowina.de; www.folklorefestival-lausitz.de,+49-3591-550 206,23,3,"00000089-0000-0000-0000-000000000089",false
internationales-folklorefestival-danetzare,info@tfe-erfurt.de,www.tfe-erfurt.de; www.danetzare.de,+49-361-421 3499,23,3,"00000089-0000-0000-0000-000000000089",false
festival-internacional-de-folklore-de-argentina-melincu,sentimientocriollosc@gmail.com,"",+54 3465 499343,3,9,"00000089-0000-0000-0000-000000000089",false
faank-folklore-festival-shrovetide-tradition,"",www.strani.cz,"",18,144,"00000089-0000-0000-0000-000000000089",false
international-folklore-festival-strnice-strnice,info@nulk.cz,www.festivalstraznice.cz,+420-518-306 630,18,144,"00000089-0000-0000-0000-000000000089",false
europische-jugendwoche-burg-ludwigstein,eurowoche@goebel-versicherungsmakler.de,www.eurowoche.org,+49-6427-930666,23,3,"00000089-0000-0000-0000-000000000089",false
international-folklore-festival-cioff-frdek-mstek,info@folklornifestivalfm.cz,https://www.folklornifestivalfm.cz/,"",18,144,"00000089-0000-0000-0000-000000000089",false
edmonton-heritage-festival,admin@heritagefest.ca,Heritagefest.ca,"1-780-488-3378",11,35,"00000089-0000-0000-0000-000000000089",false
festival-internazionale-del-folklore-flavio-fiorletta-alatri,culturaeturismo@comune.alatri.fr.it,"",+39 0775 448378,32,90,"00000089-0000-0000-0000-000000000089",false
festival-of-folk-culture-pobrazenje-vevcani,kud.drimkol@gmail.com,http://kuddrimkol.mk,+389 (0) 75/425-250,41,145,"00000089-0000-0000-0000-000000000089",false
international-children-festival-skoci-kolo-da-skocimo,emindjecevic@yahoo.com,"",+38269924314,39,122,"00000089-0000-0000-0000-000000000089",false
international-folk-festival-cetinje,kudnjegos@gmail.com,"",+382 69 810360,39,122,"00000089-0000-0000-0000-000000000089",false
international-and-national-folk-festival-akovacki-vezovi,tz-grada-djakova@os.t-com.hr,www.tzdjakovo.eu,+385-31-812-319,17,48,"00000089-0000-0000-0000-000000000089",false
mostra-folclrica-internacional-infantil-popular-de-viveiro,bagoasdaterra@gmail.com,www.bagoasdaterra.com,+34.982.560.444,55,59,"00000089-0000-0000-0000-000000000089",false
silistra-international-childrens-dance-festival-tomorrows-peace-begins-with-todays-friendship,kultura_ss@abv.bg,"",+359 86 816 258,10,28,"00000089-0000-0000-0000-000000000089",false
summerfest-international-folklore-festival-and-folkart-fair,sziq@mail.battanet.hu,http://summerfestbatta.hu/,"",28,80,"00000089-0000-0000-0000-000000000089",false
children-gamesinternational-children-folk-festival,oss.busevec@oss-busevec.hr,www.oss-busevec.hr,"",17,48,"00000089-0000-0000-0000-000000000089",false
aspettando-la-sagra-festival-internazionale-del-folklore-nuoro,info@amicidelfolklore.it,www.cioff-italia.org,"",32,90,"00000089-0000-0000-0000-000000000089",false
festival-internazionale-del-folklore-citt-di-bitonto,repambanelle@libero.it,www.cioff-italia.org,"",32,90,"00000089-0000-0000-0000-000000000089",false
festival-internazionale-del-folclore-roccalumera,natalefranzone@hotmail.com,www.cioff-italia.org,+39 0942 744 254,32,90,"00000089-0000-0000-0000-000000000089",false
festival-internacional-del-almojabano-con-queso,academia21corella@hotmail.com,"","",43,136,"00000089-0000-0000-0000-000000000089",false
taskopru-international-culture-and-garlic-festival2024-festival-was-cancelled-due-to-municipality-elections,cioffturk@gmail.com,"","05323513969",60,182,"00000089-0000-0000-0000-000000000089",false
sivrihisar-international-nasreddin-hodja-culture-and-art-festival,cioffturk@gmail.com,"","05323513969",60,182,"00000089-0000-0000-0000-000000000089",false
festival-nacional-de-bailes-folklricos-cioff-panam,edanhanchi@hotmail.com,"","396-9856",43,136,"00000089-0000-0000-0000-000000000089",false
estate-internazionale-del-folklore-castrovillari,estatedelfolklore@gmail.com,www.estateinternazionaledelfolklore.it,+39 0981 27696,32,90,"00000089-0000-0000-0000-000000000089",false
international-folklore-festival-neighbours,presidente@cioff-italia.org,www.cioff-italia.org,+39 0771 658600,32,90,"00000089-0000-0000-0000-000000000089",false
international-dance-music-festival-op-roakeldais,d.kloosterhuis@oproakeldais.nl,www.oproakeldais.nl,"",40,133,"00000089-0000-0000-0000-000000000089",false
international-festival-folklore-kotor,info@iffkotor.me,www.iffkotor.me,+38268300811,39,122,"00000089-0000-0000-0000-000000000089",false
mediterranean-international-folklore-festival-za-jubav-tance-igrae,kud.antezaninovic@gmail.com,"","",17,48,"00000089-0000-0000-0000-000000000089",false
grand-prix-der-folklore,mecklenburger_folkloreensemble@online.de,www.folklore-ribnitz.de,+49-3821 812 311,23,3,"00000089-0000-0000-0000-000000000089",false
world-festival-ambert,contact@festival-ambert.fr,www.festival-ambert.fr,+33-4-73 82 66 34,21,66,"00000089-0000-0000-0000-000000000089",false
tanz-und-musikfest,info@werrataler.de,www.werrataler.de,"",23,3,"00000089-0000-0000-0000-000000000089",false
festival-internacional-del-terere,cioff.paraguay@gmail.com,"","0983791168",44,138,"00000089-0000-0000-0000-000000000089",false
international-folklore-festival-baltica,baltica@folkloorinoukogu.ee,www.baltica.ee,"",20,61,"00000089-0000-0000-0000-000000000089",false
international-folklore-festival-ronovsk-slavnosti-ronov-pod-radhotem,muzeum@vmp.cz,www.vmp.cz,+420-571-757 111,18,144,"00000089-0000-0000-0000-000000000089",false
latium-world-folkloric-festival-cori,latiumfestival@yahoo.it,www.latiumfestival.it,"",32,90,"00000089-0000-0000-0000-000000000089",false
europisches-folklore-festival,office@folklore-festival-neustadt.de,www.folklore-festival-neustadt.de,+49-4561- 3582,23,3,"00000089-0000-0000-0000-000000000089",false
international-folklore-festival-cioffpyrsosnaoussa-naoussa,pyrsosnaousa@gmail.com,http://www.pyrsos-naoussa.gr/,+30 2332026100,25,72,"00000089-0000-0000-0000-000000000089",false
international-folkore-festival-traditiondancefriendship-ioannina,kalarrytes.gatzoyas@gmail.com,"","",25,72,"00000089-0000-0000-0000-000000000089",false
international-cioff-folklore-festival-pierides-musses-katerini,inter.pm.ff@gmail.com,"",-,25,72,"00000089-0000-0000-0000-000000000089",false
festival-delle-torri-cava-de-tirreni,info@sbandieratori-cavensi.com,www.cioff-italia.org,+39-089-343 363,32,90,"00000089-0000-0000-0000-000000000089",false
festival-internazionale-del-folklore-avianopiancavallo,segreteria@prolocoaviano.it,www.cioff-italia.org,"",32,90,"00000089-0000-0000-0000-000000000089",false
festival-internazionale-del-folklore-citt-di-fondi,luigi.divito57@gmail.com,www.cioff-italia.org,+39 0771 502184,32,90,"00000089-0000-0000-0000-000000000089",false
festival-dei-cuori-tarcento,info@festivaldeicuori.it,www.cioff-italia.org,+39-0432- 793 147,32,90,"00000089-0000-0000-0000-000000000089",false
momenti-di-folklore-internazionale-agrigento,mimmocanino@tin.it,www.cioff-italia.org,+39 0922 401 595,32,90,"00000089-0000-0000-0000-000000000089",false
festival-mondiale-del-folklore-castello-di-gorizia-gorizia,info@etnosgorizia.it,www.cioff-italia.org,+39 0481 535 415,32,90,"00000089-0000-0000-0000-000000000089",false
folklores-du-monde-de-saint-malo,gerard.besnard751@orange.fr,www.folkloresdumonde.bzh,+33-2+33 2 99 88 52 66,21,66,"00000089-0000-0000-0000-000000000089",false
national-costumes-and-clothing-heritage-festival-kamnik,doroteja.narat@kamnik-tourism.si,www.kamnik-tourism.si,+38618318250,52,58,"00000089-0000-0000-0000-000000000089",false
international-folklore-festival-zagreb,msf@msf.hr,www.mfs.hr,+385-1-6601-626,17,48,"00000089-0000-0000-0000-000000000089",false
bug-river-folklore-festival,nsf@sokolowskakultura.pl,www.nsf-festiwal.pl,+ 48 - 25 787 24 38,46,140,"00000089-0000-0000-0000-000000000089",false
international-folklore-festival-kashubian-meetings-with-the-folklore-of-world,ckbbrusy@wp.pl,www.ckibbrusy.pl,+48-52-3969330,46,140,"00000089-0000-0000-0000-000000000089",false
festival-internacional-de-folclore-rio,gfbarcelinhos@gmail.com,www.gfbarcelinhos.com,+351-253-833 838,47,141,"00000089-0000-0000-0000-000000000089",false
incontro-internazionale-del-folklore-isa-bionda-tempio-pausania,folktempio@tiscali.it,www.cioff-italia.org,+39 347 935 5204,32,90,"00000089-0000-0000-0000-000000000089",false
festarte-festival-internacional-de-artes-e-tradioes-populares-de-matosinhos,festarte.rta@gmail.com,http://festarte.wixsite.com/ranchotipicoamorosa,+351229952908,47,141,"00000089-0000-0000-0000-000000000089",false
festival-celestino-graa-a-festa-das-artes-e-das-tradies-populares-do-mundo,fest.int.folk.santarem@hotmail.com,https://www.facebook.com/gracademico.dancasribatejanas,+351.243.333.822,47,141,"00000089-0000-0000-0000-000000000089",false
nazioarteko-folklore-jaialda-portugalete,elai-alai@elai-alai.eus,www.elai-alai.com,+34-944-723 419,55,59,"00000089-0000-0000-0000-000000000089",false
festival-folklorico-de-los-pirineos,oficina@festivaljaca.es,www.festivaljaca.es,+34-974-355758,55,59,"00000089-0000-0000-0000-000000000089",false
xornadas-de-folclore-de-ourense,xornadasfolclore@depourense.es,www.ccpxaquinlorenzo@depourense.es,+34-988-317880,55,59,"00000089-0000-0000-0000-000000000089",false
festival-international-de-msica-y-danza-popular-de-avils,funsabugo@telecable.es,"","",55,59,"00000089-0000-0000-0000-000000000089",false
festival-internacional-de-folclore-cidade-da-corua,festival@corosedanzaseidos.com,www.corosedanzaseidos.com,+34-981-221 169,55,59,"00000089-0000-0000-0000-000000000089",false
festival-international-de-danzas-de-villablanca,festivaldanzasvillablanca@gmail.com,www.festivaldevillablanca.es,+34-959 340 017,55,59,"00000089-0000-0000-0000-000000000089",false
jornades-internacionals-folklriques-de-catalunya,jif.catalunya@adifolk.cat,www.adifolk.cat,+34-933 025 017,55,59,"00000089-0000-0000-0000-000000000089",false
festival-folclrico-internacional-la-esteva,laesteva@hotmail.com,www.laesteva.es,+34-609-922 409,55,59,"00000089-0000-0000-0000-000000000089",false
childrens-folk-festival-kunovsk-lto-kunovice,romana.habartova@seznam.cz,www.kunovske-leto.cz,"",18,144,"00000089-0000-0000-0000-000000000089",false
international-folklore-festivaldoina-aiudului,moldovannicolae1809@gmail.com,www.aiud.ro,"0040258861357",48,151,"00000089-0000-0000-0000-000000000089",false
paasfeesten-leuven-easterfestival-leuven,paasfeesten@gmail.com,www.paasfeestenleuven.be,"",5,18,"00000089-0000-0000-0000-000000000089",false
the-international-folklore-festival-ozarow-mazowiecki,sekretariat@dkusmiech.eu,"",(+48) 22 722 14 45,46,140,"00000089-0000-0000-0000-000000000089",false
festival-internacional-de-msica-danza-y-canciones-populares-folk-del-mundo,asociacion.lolatorres@gmail.com,www.lolatorres.es,"",55,59,"00000089-0000-0000-0000-000000000089",false
dobrich-international-festival-folklore-without-borders,info@cioff-bulgaria.com,http://www.dobrich.bg/en/info_pages/461-the-festivals-of-dobrich,+359879401191,10,28,"00000089-0000-0000-0000-000000000089",false
international-childrens-and-youth-folkloric-ensembles-festival,festivaldorna@gmail.com,"","0040230371369",48,151,"00000089-0000-0000-0000-000000000089",false
folk-azores-festival-internacional-de-foclore-dos-aores,info@cofit.org,www.cofit.org,+351 295 212 975,47,141,"00000089-0000-0000-0000-000000000089",false
folk-dance-festival-ilinden-days,vsoklevski@gmail.com,ilindenskidenovi.com,"0038971252132",41,145,"00000089-0000-0000-0000-000000000089",false
intern-folklore-und-trachtenfest-schwalenberg,info@trachtengilde-schwalenberg.de,www.trachtengilde-schwalenberg.de,+49 5284 - 942377,23,3,"00000089-0000-0000-0000-000000000089",false
karsiyaka-municipality-international-childrens-festival-2024-festival-was-cancelled-due-to-municipality-elections,kyakakultur@gmail.com,www.karsiyakafest.com,+ 90-232 399 40 83,60,182,"00000089-0000-0000-0000-000000000089",false
international-folk-festival-karlovac,mff.karlovac@gmail.com,www.mff-karlovac.com,"",17,48,"00000089-0000-0000-0000-000000000089",false
ivz-internationales-volkstanztreffen-zrich,info@volkstanztreffen.ch,www.volkstanztreffen.ch,+41-34-446 0050,56,171,"00000089-0000-0000-0000-000000000089",false
festival-internazionale-del-folklore-terranostra-apiro,terranostra@festivalterranostra.net,www.cioff-italia.org,+39 0733 613048,32,90,"00000089-0000-0000-0000-000000000089",false
royal-days-international-folk-dance-festival,royaldaysfestival@gmail.com,www.kiralyinapok.hu,+36 22 312 79,28,80,"00000089-0000-0000-0000-000000000089",false
ballus-incontro-internazionale-del-folklore-uta,ballus.folkfestival@tiscali.it,www.cioff-italia.org,"",32,90,"00000089-0000-0000-0000-000000000089",false
festival-nacional-de-folklore-ciudad-de-jumilla,fnfjumilla@fnfjumilla.com,www.fnfjumilla.com,+34 606.005.904,55,59,"00000089-0000-0000-0000-000000000089",false
dorkovo-international-festival-for-authentik-folklore,info@cioff-bulgaria.com,www.dorkovo.alle.bg,+359 3543 327,10,28,"00000089-0000-0000-0000-000000000089",false
les-couleurs-du-monde-de-pujols,festivaldepujols@gmail.com,www.festivaldepujols47.com,"",21,66,"00000089-0000-0000-0000-000000000089",false
festival-internazionale-del-folklore-matelica,assfolkmatelica@virgilio.it,www.cioff-italia.org,+39 0737 787171,32,90,"00000089-0000-0000-0000-000000000089",false
jurjevanje-folklore-festival-crnomelj,info@jurjevanje.si,www.jurjevanje.si,+3867-305-6530,52,58,"00000089-0000-0000-0000-000000000089",false
festival-international-de-folklore-valle-de-mena,cultura@valledemena.es,"",+34-947 126 211,55,59,"00000089-0000-0000-0000-000000000089",false
cime-celebrations-interculturelles-de-la-montagne-evolene,info@cime-evolene.ch,www.cime-evolene.ch,"",56,171,"00000089-0000-0000-0000-000000000089",false
international-festival-of-advent-and-christmas-traditions-carols-and-handicrafts-souzneni-ostrava,tofel.zdenek@o2active.cz,www.souzneni-festival.cz,"",18,144,"00000089-0000-0000-0000-000000000089",false
europisches-dudelsackfestival,info@folkstanzfestival.de,www.schwaben-kultur.de,+49-7433-4353,23,3,"00000089-0000-0000-0000-000000000089",false
festival-caput-mundi-roma,agmario2@libero.it,www.cioff-italia.org,+39-06 812 6349,32,90,"00000089-0000-0000-0000-000000000089",false
rudolstadtfestival,info@rudolstadt-festival.de,www.rudolstadt-festival.de,+49-3672-486 460,23,3,"00000089-0000-0000-0000-000000000089",false
funchal-folk-arraial-do-mundo,geral@gfmonteverde.com,https://www.gfmonteverde.com/fpt/findex.php,"",47,141,"00000089-0000-0000-0000-000000000089",false
folkmono-o-mundo-a-danar,folkmoncao@gmail.com,www.folkmoncao.com,+351 917 348 324,47,141,"00000089-0000-0000-0000-000000000089",false
international-festival-of-traditional-music-instruments,oss.busevec@zg.t-com.hr,www.oss-busevec.hr,+385 1 6255 001; +385 98 829 907,17,48,"00000089-0000-0000-0000-000000000089",false
international-folklore-festival-inter-folk-fest-bosiljkovanje-derventa,kudmbosiljak@yahoo.com,kudmbosiljak@yahoo.com,"00 387-53-331 833",8,24,"00000089-0000-0000-0000-000000000089",false
festival-international-dissoire-danses-et-musiques-du-monde,secretariat@festival-issoire.fr,"",+33-4-7389-9285,21,66,"00000089-0000-0000-0000-000000000089",false
mercuria-festival-de-folklore-international-dargenton-sur-creuse,chriztoff@hotmail.fr,www.festivalmercuria.fr,"",21,66,"00000089-0000-0000-0000-000000000089",false
sile-folk-treviso,silefolkfestival@gmail.com,www.cioff-italia.org,"",32,90,"00000089-0000-0000-0000-000000000089",false
intern-folklore-festival-festivalul-inimilor,office@ccmt.ro,https://www.casadeculturatm.ro/,+40-256-498 214,48,151,"00000089-0000-0000-0000-000000000089",false
festival-mondial-des-cultures-du-monde-de-chambry,rdemarchi73@gmail.com,www.festivalchambery.com,"",21,66,"00000089-0000-0000-0000-000000000089",false
razgrad-international-festival-of-national-traditions-and-art-crafts,info@cioff-bulgaria.com,www.tic-razgrad.com,+35928650137,10,28,"00000089-0000-0000-0000-000000000089",false
international-chilfren-folklore-festival-mladost,m.folkmusicagenci@blic.net,www.anipmladost.com,+387 51 921 326,8,24,"00000089-0000-0000-0000-000000000089",false
festival-internacional-de-folklore-de-argentina-crespo,afla@live.com.ar,www.cioffargentina.org.ar,+54 343,3,9,"00000089-0000-0000-0000-000000000089",false
dupnica-international-folklore-festival-of-the-modified-national-dances-rila-ni-gleda-rila-is-watching-us,info@cioff-bulgaria.com,http://rilanigleda.com/,+359 701 5 2430,10,28,"00000089-0000-0000-0000-000000000089",false
festival-dalenon-danses-et-musiques-du-monde,gandon.michel@orange.fr,www.lesfolkloresdumonde.fr,+33 2 33 27 41 05,21,66,"00000089-0000-0000-0000-000000000089",false
festival-vallarta-azteca-del-folklor-internacional,festivalvallarta_azteca@hotmail.com,https://www.facebook.com/FESTVA,"",67,117,"00000089-0000-0000-0000-000000000089",false
light-and-fire-cioff-israel-4th-online-international-folklore-festival,cioff-israel@cioff.org,"","",31,89,"00000089-0000-0000-0000-000000000089",false
internationales-dudelsackfestival-schleife,bergbau@sorben.com,www.dudelsackfestival-schleife.com,+49 3577 376154,23,3,"00000089-0000-0000-0000-000000000089",false
villacher-brauchtumswochen-kirchtag,johann.presslinger@villach.at,http://www.villacherkirchtag.at/,+43 4242 205 6600,4,12,"00000089-0000-0000-0000-000000000089",false
viii-festival-internacional-pueblos-hermanos,cioffperu.relacionespublicas@gmail.com,"","",45,139,"00000089-0000-0000-0000-000000000089",false
maleshevo-iff-maleshevo-sings-and-dances-mikrevo,maleshevopee@gmail.com,"www.strumyani.org , www.strumyani.eu",+ 359 07434/ 31-08;,10,28,"00000089-0000-0000-0000-000000000089",false
sofia-international-childrens-folklore-festival,info@cioff-bulgaria.com,www.festivalsofia.com,+35928650137,10,28,"00000089-0000-0000-0000-000000000089",false
international-childrens-folklore-festival-regratov-cvet-stare,marjan.malek55@gmail.com,"","",52,58,"00000089-0000-0000-0000-000000000089",false
international-folk-dance-festival-sinies-corfu-sinies-corfu,garnelis@otenet.gr,http://www.siniesculture.gr/,"0030 6945740438",25,72,"00000089-0000-0000-0000-000000000089",false
macadanse,denis.pipart@gmail.com,www.macadanse.be,"",5,18,"00000089-0000-0000-0000-000000000089",false
festival-des-cultures-du-monde-de-gmnos,lapoulidodegemo@yahoo.fr,www.lapoulidodegemo.com,"",21,66,"00000089-0000-0000-0000-000000000089",false
magic-valley-folk-festival,Magicvalleyfolkfestival@gmail.com,"","",62,60,"00000089-0000-0000-0000-000000000089",false
