"id","address","name","email","url","contact","country_id","publish","url_validated","description","phone","state_mode","location","current_dates","next_dates","logo","cover","photos","youtube_id","director_name","categories","created_at","updated_at","lang"
74,Ronda del Pilar 18,Festival Folklórico Internacional de Extremadura,corosydanzasbadajoz@hotmail.com,www.asociacioncorosydanzasbadajoz.com,"",59,true,false,"","",offline,BADAJOZ,"","","","","","","","1,0,0,1,1,1,1,1,0,1,0,0,1,1,1,1",2024-09-05 07:28:45.881,,1
75,"Mellizas, 33",Jornadas Folclóricas Nazarenas Internacionales,grupodanzasdoshermanas@gmail.com,"","",59,true,false,"","",offline,DOS HERMANAS - SEVILLA,"","","","","","","","1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1",2024-09-05 07:28:45.881,,1
76,"Industria, 38 - 40 ",MOSTRA INTERNACIONAL DE DANSA POPULAR ,esantmarcal@gmail.com,www.esbartsantmarcal.com,"",59,true,false,"","",offline,CERDANYOLA DEL VALLÉS,"","","","","","","","1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0",2024-09-05 07:28:45.881,,1
77,"San Lorenzo, 32 - 2º",Festival Internacional de Folclore 'Ciudad de Burgos',folcloreburgos@gmail.com,www.folcloreburgos.net,"",59,true,false,"El Festival Internacional de Folclore “Ciudad de Burgos” convierte el verano burgalés en un atractivo punto de encuentro de las culturas del mundo. Se celebra durante el mes de julio al aire libre en la Plaza de San Juan.
 
Durante cinco días Burgos se convierte en el centro universal de la paz, la tolerancia, la diversidad, la integración y las culturas. Pasacalles y desfiles por plazas y calles, animaciones folclóricas, mercadillos de artesanía, exposiciones, talleres de danzas, recitales de músicas y las actuaciones y conciertos de los grupos participantes en el festival le convierten en una cita anual obligada. Participan en él grupos internacionales, nacionales y locales.
",+34-947 262 684,offline,BURGOS,"","","","","","","","1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1",2024-09-05 07:28:45.881,,1
78,"Santo Tomás de Villanueva, 5",Festival Internacional de Folclore de Ciudad Real,info@grupomazantini.com,www.grupomazantini.com,"",59,true,false,"","",offline,CIUDAD REAL,"","","","","","","","1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0",2024-09-05 07:28:45.881,,1
89,"",World Folkfest ,Internationaldirector@worldfolkfest.org,www.worldfolkfest.org,"",60,true,false,"The World Folkfest has been an annual tradition for over three decades, promoting unity and togetherness through music. The festival brings together five to eight selected folk ensembles and musicians from around the world to perform on a specially constructed stage in Utah's beautiful outdoor setting, with the stunning Rocky Mountains as a backdrop. The community is renowned for its warm and welcoming nature and embraces performers in their homes and hearts. Host families offer a unique opportunity for artists to build international friendships that can last a lifetime. The week-long celebration brings together people from different backgrounds, inviting storytellers, art enthusiasts, and folk lovers worldwide to celebrate our motto: ""One World on One Stage.""",+1-801-427-7953,offline,The World Folkfest,"","","","","","","","1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0",2024-09-05 07:28:45.881,,1
92,Quai Sainte Claire,Festival International de Folklore  'Cultures et Traditions du Monde' de Romans,empi.et.riaume26@gmail.com,www.empi-et-riaume.com,"",66,true,false,"",+33-4-7502 3052,offline,Empi et Riaume,"","","","","","","","1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0",2024-09-05 07:28:45.881,,1
97,Glorieta de España 1,Festival Internacional de Folclore en el Mediterráneo,oficinafestivales@ayto-murcia.es,"","",59,true,false,"",+34.968 35 87 19 - Ext.39509-39507,offline,Ayuntamiento de Murcia-Concejalía de Cultura e Identidad - José Manuel Corbalán Sánchez,"","","","","","","","1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0",2024-09-05 07:28:45.881,,1
98,Garcia Doriga 15-1º IZQ,Mostra Folklórica Internacional Popular de Viveiro,bagoasdaterra@gmail.com,www.bagoasdaterra.com,"",59,true,false,"",+34 982 560 444,offline,VIVEIRO - LUGO,"","","","","","","","1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1",2024-09-05 07:28:45.881,,1
99,Plaza de la Candelaria 1,Festival InternaCional de Folklore Villa de Ingenio 'MUESTRA SOLIDARIA  DE LOS PUEBLOS',dcastellano@ingenio.es,www.folkloredeingenio.com,"",59,true,false,"",+34-928- 786194,offline,VILLA DE INGENIO - GRAN CANARIA,"","","","","","","","1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1",2024-09-05 07:28:45.881,,1
101,"Lorenzo Borrego, 12 Local",Gala Folklórica Internacional de Ronda,folkloreronda@gmail.com,https://www.facebook.com/galafolkloricaderonda /https://www.instagram.com/corosydanzasronda/ ,"",59,true,false,"",+34-952-87 82 64 ,offline,Ronda (Málaga),"","","","","","","","1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0",2024-09-05 07:28:45.881,,1
102,Bolivia nº33-35 local ,"Encuentro Internacional de Folklore 'Ciudad de Zaragoza', Eifolk",eifolk@eifolk.com,www.eifolk.com,"",59,true,false,"","",offline,ZARAGOZA,"","","","","","","","1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1",2024-09-05 07:28:45.881,,1
115,Permer Str.6,Internationale Begegnungswoche,info@vtg-laggenbeck.de,www.vtg-laggenbeck.de,"",3,true,false,"","",offline,Ibbenbüren,"","","","","","","","1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0",2024-09-05 07:28:45.881,,1
103,Str. Mira 22,International Festival  'Guelder-rose summer on Dnipro',kultura@km.pl.ua,"","",184,false,false,"",+380-5348-25207,offline,"","","","","","","","","1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0",2024-09-05 07:28:45.881,,1
105,B.P. 30053,Festival des enfants du Monde de Saint Maixent l'Ecole,contact@rife.asso.fr,www.rife.asso.fr,"",66,false,false,"", +33-5-49-76-13-77,offline,"","","","","","","","","1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1",2024-09-05 07:28:45.881,,1
106,Am Wasserwerk 1,Grand Prix der Folklore für Kinder,mecklenburger_folkloreensemble@online.de,www.folklore-ribnitz.de,"",3,true,false,"",+49-3821-812 311,offline,Ribnitz-Damgarten ,"","","","","","","","1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1",2024-09-05 07:28:45.881,,1
107,"13, Pereviou Street","National Cultural Children's Meeting, Karditsa",karagounakarditsa@hotmail.com,"","",72,true,false,"The Children Meeting takes place every year in karditsa city and is organized by the folk dance association ""Karaguna"", a founding member of CIOFF® Greece. This meeting gives the opportunity to children and youth to participate folklore and traditions and be part of the tranfering cultural heritage to next generations.",+30-4410-22 166,offline,"Karditsa, Greece","","","","","","","","0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,0",2024-09-05 07:28:45.881,,1
137,Tr. A. Hlinku 1,Akademická Nitra,jarek@ukf.sk,www.ukf.sk,"",57,false,false,Akademická Nitra is a festival for Academic Groups. The festival in Nitra is held every second year. ,+421 903 755 286,offline,"","","","","","","","","1,0,0,1,0,1,1,1,0,1,1,0,1,0,1,1",2024-09-05 07:28:45.881,,1
148,Av. Conseilheiro Rodriges Alves 476,Festival Intern. de Folclore de Sao Bernardo do Brasil,abrasoffa@abrasoffa.org.br,"","",26,false,false,"",+55-13-32225772,offline,"","","","","","","","","1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0",2024-09-05 07:28:45.881,,1
457,"Via Cavour, 40",Folklore International Festival meeting of dances and popular traditions - Bolotana,ortakis@tiscali.it,www.cioff-italia.org,"",90,false,false,"The festival is one of the most important summer events in the province of Nuoro. Inserted in an even wider folkloric circuit, the ""International Folklore Festival - Meeting of Dances and Popular Traditions"", organized by the ORTACHIS Cultural and Folklore Association, is staged in Bolotana in the third weekend of July. Born in 1992, the Festival has always been intended as a moment of amateur encounter between peoples, their dances, their cultures and traditions with the aim of knowing and disseminating traditional popular culture. It takes place in an itinerant way through the organization of collateral events in collaboration with various associations but also with the neighboring municipalities at the headquarters of the ""Ortachis"" Association. Over the years many peoples, customs, colors, dances and traditions have come and gone all welcomed according to the local custom of hospitality and friendship and accompanied carefully throughout their stay.
 ","",offline,ASSOCIAZIONE CULTURALE E FOLCLORICA “ORTACHIS”,"","","","","","","","1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1",2024-09-05 07:28:45.881,,1
138,Institución Universitaria CESMAG,Festival Internacional Universitario de Danza Folclórica 'GUILLERMO DE CASTELLANA',lupasto1@gmail.com,"","",42,false,false,Festival Internacional que reúne especialmente agrupaciones de danzas de universidades en el sur del país. ,"",offline,Institucion Universitaria IUCESMAG,"","","","","","","","1,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0",2024-09-05 07:28:45.881,,1
139,"Barrio Armenia, calle Santa Ana 49-13",Circuito Folclórico  Internacional del Caribe - CIOFF Colombia,circuitofolcloricointercaribe@gmail.com,"","",42,false,false,"Circuito itinerante en la Costa Caribe de Colombia , ""Henrique Jatib Tome"" incluye los festivales de Ciénaga, Barranquilla, Cartagena, San Juan Nepomuceno,  El Carmen de Bolívar y Sincelejo. ","",offline,"Cartagena, Barranquilla,Cienaga, Sincelejo, Talaigua, El Carmen, Monteria","","","","","","","","1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0",2024-09-05 07:28:45.881,,1
140,"",Rassegna Internazionale del Folklore - Castiglione del Lago,agillatrasimeno@libero.it,www.cioff-italia.org,"",90,true,false,"",+39 075 953 683,offline,Castiglione del Lago,"","","","","","","","1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1",2024-09-05 07:28:45.881,,1
506,"", Festival Internacional del Folclor Infantil “Rosaura Revueltas”,terrazas59@hotmail.com,"","",117,false,false,FESTIVAL QUE SE REALIZA EN EL ESTADO DE DURANGO,+52 6181574427,offline,Durango ,"","","","","","","","1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0",2024-09-05 07:28:45.881,,1
180,J. Van Cuyckstraat 25 ,International Folklore Festival - Hoogstraten,info@gelmelzwaaiers.be,www.gelmelzwaaiers.be,"",18,true,false,www.gelmelzwaaiers.be,"",offline,Hoogstraten,"","","","","","","","1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0",2024-09-05 07:28:45.881,,1
181,Lagja Partizani  pall 127/9 ,PERMETI MULTIKULTUROR  ,niko.mihali3@gmail.com,"","",2,false,false,"This festoval during 2-3 days, generally on jume.The partecipant are 6-7 groups from Albania and region (Greece, Kosovo, North Macedonia, Bulgaria, Montenegro, Italy. This festival encorage the cultural diversity.",+35542209746,offline,Permet,"","","","","","","","1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0",2024-09-05 07:28:45.881,,1
142,Partyzantow 13,The International Folklore Festival 'EUROFOLK - ZAMOSC' ,zpitzam@interia.pl,https://zamojszczyzna.com.pl/eurofolk/,"",140,true,false,"The International Folklore Festival ""EUROFOLK - ZAMOSC"" has been organised by the Association of Friends of the Folk Song and Dance Ensemble ""Zamojszczyzna"", the Zamosc Cultural Centre and the Song and Dance Ensemble ""Zamojszczyzna"" since 2002 in the month of July.

The festival invites amateur folklore ensembles developed artistically or stylised, presenting a high level of performance; youth and adult groups (over 16 years of age).

The aim of the Festival is to popularise the folklore and folk culture of individual countries, to show the rich cultural diversity of Europe and the rest of the world.
The main festival concerts take place on an open-air stage located in the beautiful Renaissance Great Market Square in Zamosc. Concerts of invited ensembles are also organised outside of Zamosc - in tourist destinations of our region.
The festival is accompanied by a folk art fair.

The Festival has been recognized as a CIOFF® International Festival","00 48-84 639 20 21",offline,Zamosc,"","","","","","","","1,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1",2024-09-05 07:28:45.881,,1
143,Parkowa 1,"Miedzynarodowe Olsztynskie Dni Folkloru 'Warmia', Olsztyn",zpitwarmia@poczta.onet.pl,"","",140,true,false,CIOFF® International Festival,+48-89-526 4938,offline,"","","","","","","","","1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1",2024-09-05 07:28:45.881,,1
213,Av Grecia 8787,Festival Internacional Encuentro Costumbrista de Peñalolen,mfierroy@gmail.com,www.antauco.cl,"",38,true,false,"Evento internacional de musica, danza, gastronomía y artesanía.
Adscrito a la RED FESTFOLK Chile.

Durante el 2019 celebra la edición N°20","56224868377",offline,Centro de Eventos Chimkowe,"","","","","","","","1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1",2024-09-05 07:28:45.881,,1
202,"27 bvd Trémouille Cellier de Clairvaux",Fêtes de la Vigne de Dijon,contact@tradculture.fr,www.fetesdelavigne.org,"",66,true,false, ,+33 - 3.80.30.37.95,offline,Trad'Culture,"","","","","","","","1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1",2024-09-05 07:28:45.881,,1
203,BP 61839 FAAA Centre,CIOFF WORLD CONGRESS 2010,cioff-tahiti@cioff.org,"","",137,false,false,"40th CIOFF WORLD CONGRESS IN TAHITI 2010

The CIOFF World Congress includes the following main meetings and events:
- Meeting of the Council
- Meeting of the Commissions, Working Groups, Sectors and CIOFF Youth
- General Assembly
- Conferences of the cultural program
- Open Forum and Workshops
- Cultural activities
","",offline,"","","","","","","","","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-09-05 07:28:45.881,,1
233,Viinavabrik,North European Sector Spring Meeting ,cioff-estonia@cioff.org,"","",61,false,false,"","",offline,The Photography Centre of Estonia,"","","","","","","","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-09-05 07:28:45.881,,1
247,"No 5,linxiaonanlu ,Daxing District,Beijing",Lanzhou International Drum Festival of China,cioff-china@cioff.org,"","",39,false,false,"Please send the group (20-25 persons),give drum performance and folk dance.","0086-10-69268463",offline,"Lanzhou City, Gansu Province","","","","","","","","1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0",2024-09-05 07:28:45.881,,1
264,"",Central European Sector Meeting,"","","",58,false,false,"","",offline,"","","","","","","","","1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",2024-09-05 07:28:45.881,,1
410,NGO Fenno-Ugria Asutus ,Finno-Ugrian Days,fennougria@fennougria.ee,www.fennougria.ee,"",61,true,false,"The Cultural Congress of Finno-Ugric Peoples approved in 1931 a resolution to celebrate Finno-Ugric day on the third weekend of October each year. The custom faded away after World War II, but was revived in Estonia by Fenno-Ugria in 1998.
 
As of today, the celebration of Finno-Ugric Day has grown into an almost month-long festival that takes place all across Estonia and includes an international conference, concerts, exhibitions, lectures, and a rich film program. Fenno-Ugria is the main organiser of these events, but an impressive number of museums, educational institutions, cultural organizations, and civil associations all across Estonia likewise join in. One of the festival’s most awaited events are its large folk concerts played by bands and musicians representing almost every living Finno-Ugric nation, thus giving diverse audiences a clearer picture of their kindred peoples’ unique folklore. Jazz and ethno-rock artists are also popular on the concert lineups, as is folk-inspired chamber music.
 
Finno-Ugric Days events are held simultaneously in Finland, Hungary, and the Finno-Ugric regions of Russia and Latvia. By celebrating their individual histories, languages, folklore, and contemporary cultures, Finno-Ugric peoples have an exceptional opportunity to support and strengthen one another in the face of challenging global developments that affect them all.","",offline,Different places over Estonia,"","","","","","","","1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0",2024-09-05 07:28:45.881,,1
419,ul. Rynek 8/9,International Folk Meetings Malopolska  ,festival@myslenice.pl,www.festival.myslenice.pl,"",140,true,false,"An International Folklore Festival is one of the means to safeguard, to promote and to diffuse traditional culture, mainly through such genres of expressions as music, dance, games, rituals, customs, know-how of handicraft and other arts. To be a significant contribution to the maintenance and enhancement of cultural identity and diversity, a folklore festival has to be implemented in an appropriate cultural context. Festival is supported by International Council of Organizations of Folklore Festivals and Folk Arts (CIOFF).

Every year Festival take place in Myslenice (POLAND, Malopolska Region). The International Folk Meetings, Malopolska is a official event under the patronage of the Marshal of Malopolska Region. Participation in the festival is free of any charge for groups.

At an International Folk Meetings, Malopolska performers have primarily the place and role of artists. However, as participants of a cultural event, especially when it is implemented as a meeting place for cultures, they assume much broader cultural function.

The Festival has been recognized as a CIOFF® Recognized International Festival.",+4812 2721511,offline,"Myslenice, Kraków","","","","","","","","1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,1",2024-09-05 07:28:45.881,,1
